gwas_name,mid,module_size,net,pval,teamName,traitGroup,type,new_gwas_cat,trait.simplified
EUR.pgc.cross.SCZ17.2013-05,14,80,1_ppi,3.47663151e-05,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,14,80,1_ppi,8.247473329999998e-05,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,101,7,1_ppi,9.489313240000001e-05,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,100,6,1_ppi,0.000124890872,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,14,80,1_ppi,8.05596462e-06,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,954,11,1_ppi,3.0142208099999998e-06,Sean Lang-Brown,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,746,43,1_ppi,3.9466914499999996e-05,Sean Lang-Brown,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.scz.swe.pgc1.results.v3,14,80,1_ppi,1.4805858999999997e-06,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.GIANT_2015_WCadjBMI_MALES_EUR,886,4,2_ppi,2.36448176e-05,Sean Lang-Brown,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,576,4,2_ppi,4.8768781799999994e-05,Sean Lang-Brown,Height,Anthropometric,,Height (extreme)
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,576,4,2_ppi,3.42032668e-05,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,891,4,2_ppi,4.80268603e-05,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,887,4,2_ppi,7.03251916e-05,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,576,4,2_ppi,7.72175696e-05,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,891,4,2_ppi,0.00010822393999999998,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,576,4,2_ppi,3.3459309999999994e-05,Sean Lang-Brown,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,886,4,2_ppi,3.2280843e-05,Sean Lang-Brown,BMI (male),Anthropometric,,Body mass index
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,381,18,2_ppi,3.5057706e-05,Sean Lang-Brown,Narcolepsy,Various,,Narcolepsy
EUR.Okada2014.RA_GWASmeta_European_v2,381,18,2_ppi,1.3367835599999998e-05,Sean Lang-Brown,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,381,18,2_ppi,2.16058251e-06,Sean Lang-Brown,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.ASN.CAD.cad.add.160614.website,431,3,3_signal,3.7939917900000003e-05,Sean Lang-Brown,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,431,3,3_signal,7.4815847e-06,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,431,3,3_signal,1.0220114099999999e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,167,4,3_signal,0.00011839023100000001,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.FG.ENGAGE1000G_FG,296,3,3_signal,5.76486257e-06,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose
EUR.Fritsche_2015_AdvancedAMD,191,9,3_signal,1.1416550500000001e-05,Sean Lang-Brown,Various,Various,,Macular degeneration
EUR.GLGC.jointGwasMc_LDL,431,3,3_signal,1.32046851e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,431,3,3_signal,2.1422341599999998e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,167,4,3_signal,4.99109176e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,431,3,3_signal,1.96722759e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,431,3,3_signal,1.3378164e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Kathiresan2009.LDL,431,3,3_signal,3.7173404500000004e-06,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.MAGIC.FastingGlucose,296,3,3_signal,1.07892167e-05,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,296,3,3_signal,1.08648482e-05,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Scott_et_al_FG_Jan2013,296,3,3_signal,5.80799268e-05,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,296,3,3_signal,5.67916999e-06,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,296,3,3_signal,1.58498618e-05,Sean Lang-Brown,Fasting glucose,Glycemic,,Fasting glucose
EUR.Okada2014.RA_GWASmeta_European_v2,208,8,3_signal,4.1888735900000005e-05,Sean Lang-Brown,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Willer2008.LDL,431,3,3_signal,8.93112167e-06,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.ASN.CAD.cad.rec.090715.web,100,4,4_coexpr,4.96543066e-05,Sean Lang-Brown,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.BPSCZ.scz-only.results,893,31,4_coexpr,2.0993736e-05,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.DIAGRAM.metabochip.T2D,691,6,4_coexpr,1.1747374700000001e-06,Sean Lang-Brown,Type 2 diabetes,Glycemic,,Type 2 diabetes
EUR.GLGC.jointGwasMc_TC,316,12,4_coexpr,3.46601779e-05,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBDGenetics.CD,66,80,4_coexpr,1.3742138e-05,Sean Lang-Brown,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.UC,504,80,4_coexpr,1.1441985099999999e-05,Sean Lang-Brown,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.MAGIC.ln_fastingProinsulin,295,23,4_coexpr,3.57647293e-05,Sean Lang-Brown,Various,Glycemic,,Fasting proinsulin
EUR.pgc.cross.full.2013-03,447,6,4_coexpr,2.02112799e-05,Sean Lang-Brown,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.scz.full.2012-04,893,31,4_coexpr,3.13896324e-05,Sean Lang-Brown,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BMI.ENGAGE1000G_BMI,175,6,5_cancer,2.9335323600000003e-05,Sean Lang-Brown,"BMI, obesity",Anthropometric,,Body mass index
EUR.BMI.ENGAGE1000G_BMI,1011,5,5_cancer,7.73500535e-05,Sean Lang-Brown,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.SNP_gwas_mc_merge_nogc.tbl.uniq,1011,5,5_cancer,3.20141456e-05,Sean Lang-Brown,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_HIP_COMBINED_EUR,1011,5,5_cancer,1.0267686800000001e-05,Sean Lang-Brown,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_HIP_COMBINED_EUR,23,97,5_cancer,8.06510324e-05,Sean Lang-Brown,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_HIP_FEMALES_EUR,1011,5,5_cancer,2.2918181399999998e-05,Sean Lang-Brown,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_WC_COMBINED_EUR,1011,5,5_cancer,1.3842065699999998e-05,Sean Lang-Brown,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_2015_WC_FEMALES_EUR,1011,5,5_cancer,3.31741393e-05,Sean Lang-Brown,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN,23,97,5_cancer,3.93348081e-05,Sean Lang-Brown,"BMI, waist, hip (male)",Anthropometric,,Weight
EUR.CARDIoGRAM_gwas_results.CAD,217,9,6_homology,4.14337546e-05,Sean Lang-Brown,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.GLGC.Mc_LDL,215,4,6_homology,0.000137931034,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,215,4,6_homology,0.000137854977,Sean Lang-Brown,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.MAGIC.HbA1C,222,6,6_homology,0.000102628958,Sean Lang-Brown,Various,Glycemic,,Glycated hemoglobin
EUR.BPSCZ.results,10,51,1_ppi,0.000120613999,Vivek Jayaswal,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.results,18,13,1_ppi,0.00018949762,Vivek Jayaswal,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,18,13,1_ppi,1.98733374e-06,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BPSCZ.scz-only.results,10,51,1_ppi,3.19227057e-05,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.GIANT_2015_HIP_COMBINED_EUR,18,13,1_ppi,0.00118001727,Vivek Jayaswal,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_HIP_MALES_EUR,18,13,1_ppi,0.00131496967,Vivek Jayaswal,"BMI, waist, hip (male)",Anthropometric,,Hip circumference
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,18,13,1_ppi,9.475773959999999e-05,Vivek Jayaswal,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,10,51,1_ppi,0.000147194913,Vivek Jayaswal,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,18,13,1_ppi,7.353347700000001e-05,Vivek Jayaswal,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,10,51,1_ppi,0.00067875983,Vivek Jayaswal,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,18,13,1_ppi,0.00064985509,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,10,51,1_ppi,0.000728176032,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,4,52,1_ppi,0.000842631407,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,10,51,1_ppi,0.0004957565750000001,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,18,13,1_ppi,0.000495905974,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,10,51,1_ppi,0.00130908927,Vivek Jayaswal,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_MEN,5,27,1_ppi,0.00130370116,Vivek Jayaswal,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,10,51,1_ppi,0.000439733389,Vivek Jayaswal,Height,Anthropometric,,Height
EUR.IBD.gwas_ichip_meta_release.UC_ICHIP_P,33,57,1_ppi,0.00155996532,Vivek Jayaswal,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.MAGIC.HbA1C,18,13,1_ppi,2.5655565499999998e-05,Vivek Jayaswal,Various,Glycemic,,Glycated hemoglobin
EUR.Neuroticism_Full,10,51,1_ppi,0.000442634083,Vivek Jayaswal,Neuroticism,Psychiatric,,Neuroticism
EUR.Neuroticism_Full,18,13,1_ppi,0.00134512764,Vivek Jayaswal,Neuroticism,Psychiatric,,Neuroticism
EUR.Neuroticism_Full,11,68,1_ppi,0.0029329722399999997,Vivek Jayaswal,Neuroticism,Psychiatric,,Neuroticism
EUR.pgc.cross.SCZ17.2013-05,18,13,1_ppi,1.39819594e-06,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,10,51,1_ppi,3.39580646e-05,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,18,13,1_ppi,2.7281914e-06,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,10,51,1_ppi,0.000121248199,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,18,13,1_ppi,5.06180942e-05,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,18,13,1_ppi,6.75427333e-05,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,10,51,1_ppi,0.00151257486,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,31,16,2_ppi,0.0008353805890000001,Vivek Jayaswal,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_HIP_COMBINED_EUR,31,16,2_ppi,0.0005929517900000001,Vivek Jayaswal,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_WC_COMBINED_EUR,31,16,2_ppi,0.00107896789,Vivek Jayaswal,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,4,21,2_ppi,0.000725315818,Vivek Jayaswal,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN,2,51,2_ppi,0.00111277467,Vivek Jayaswal,"BMI, waist, hip (male)",Anthropometric,,Weight
EUR.GLGC.jointGwasMc_TC,31,16,2_ppi,0.00041481772100000004,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_TC,31,16,2_ppi,0.00113633258,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_TC,23,16,2_ppi,0.00154449344,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.LEP.Leptin_Adjusted_for_BMI,18,64,2_ppi,0.00130943295,Vivek Jayaswal,Leptin,Various,,Leptin
EUR.scz.swe.pgc1.results.v3,7,48,2_ppi,0.000797805673,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.ASN.CAD.cad.rec.090715.web,25,12,3_signal,0.0023050928600000004,Vivek Jayaswal,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.CAD.cad.rec.090715.web,18,25,3_signal,0.00235457741,Vivek Jayaswal,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.CARDIoGRAMplusC4D_data_stage2.CAD,4,34,3_signal,0.0007808950419999999,Vivek Jayaswal,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,14,27,3_signal,0.000897978277,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,14,27,3_signal,0.000955321898,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,14,27,3_signal,0.000543603066,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,9,50,3_signal,0.00189260443,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,9,50,3_signal,0.0016409831900000003,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,9,50,3_signal,0.00161167549,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.MAGIC.FastingGlucose,4,34,3_signal,0.000951823042,Vivek Jayaswal,Fasting glucose,Glycemic,,Fasting glucose
EUR.GIANT_2015_WC_COMBINED_EUR,7,96,4_coexpr,0.00260102322,Vivek Jayaswal,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_2015_WCadjBMI_MALES_EUR,2,55,4_coexpr,0.0018602426999999998,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,10,93,4_coexpr,0.00535907072,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,2,55,4_coexpr,0.000922748107,Vivek Jayaswal,Height,Anthropometric,,Height (extreme)
EUR.IBD.gwas_ichip_meta_release.IBD_META_P,4,71,4_coexpr,0.0020270899300000003,Vivek Jayaswal,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBDGenetics.CD,15,71,4_coexpr,0.0017223460800000001,Vivek Jayaswal,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.CD,11,99,4_coexpr,0.0024775202899999997,Vivek Jayaswal,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,6,100,4_coexpr,0.00230355948,Vivek Jayaswal,Fasting glucose,Glycemic,,Fasting glucose
EUR.pgc.scz2.2014,11,99,4_coexpr,0.0021819674,Vivek Jayaswal,Schizophrenia,Psychiatric,,Schizophrenia
EUR.Rauch2010.HepC.META_RESOLVER_IMPUTED,4,71,4_coexpr,0.00311907321,Vivek Jayaswal,Various,Immune,,Hepatitis C resolvers
EUR.Rauch2010.HepC.META_RESOLVER_IMPUTED,14,82,4_coexpr,0.0031770925399999994,Vivek Jayaswal,Various,Immune,,Hepatitis C resolvers
EUR.Willer2008.LDL,13,92,4_coexpr,0.0022985295000000003,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.IGAP_stage_1,0,42,5_cancer,0.000997518878,Vivek Jayaswal,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.Kathiresan2009.LDL,6,62,5_cancer,0.00042874029,Vivek Jayaswal,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.MAGIC.HbA1C,9,41,5_cancer,0.0007876247870000001,Vivek Jayaswal,Various,Glycemic,,Glycated hemoglobin
EUR.pgc.cross.full.2013-03,17,42,5_cancer,0.000901239941,Vivek Jayaswal,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.results,19,74,6_homology,0.000903476345,Vivek Jayaswal,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.Corre2014.Mg_serum_overall_META_ANALYSIS_Oct2013_4pop1,23,60,6_homology,0.0010900674,Vivek Jayaswal,Various,Various,,Electrolytes (serum)
EUR.Corre2014.Mg_serum_overall_META_ANALYSIS_Oct2013_4pop1,21,79,6_homology,0.0011010722599999999,Vivek Jayaswal,Various,Various,,Electrolytes (serum)
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,25,21,6_homology,0.00119783019,Vivek Jayaswal,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,19,74,6_homology,0.00126883391,Vivek Jayaswal,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,3,50,6_homology,0.000860488929,Vivek Jayaswal,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,9,47,6_homology,0.0014322837699999999,Vivek Jayaswal,BMI (male),Anthropometric,,Body mass index
EUR.IBD.gwas_ichip_meta_release.CD_ICHIP_P,18,25,6_homology,0.00110079013,Vivek Jayaswal,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.BPSCZ.results,277,44,1_ppi,8.03984178e-05,Korkinlab WPI,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,277,44,1_ppi,6.8084282000000006e-06,Korkinlab WPI,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,419,60,1_ppi,1.7997952e-09,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,419,60,1_ppi,4.18283852e-10,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.FG.ENGAGE1000G_FG,496,59,1_ppi,1.14109184e-05,Korkinlab WPI,Fasting glucose,Glycemic,,Fasting glucose
EUR.GIANT.BMI.MEN.LE50.publicrelease,310,29,1_ppi,9.00129062e-05,Korkinlab WPI,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,94,19,1_ppi,9.01535084e-06,Korkinlab WPI,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,94,19,1_ppi,4.14879194e-08,Korkinlab WPI,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,94,19,1_ppi,3.4576227700000005e-05,Korkinlab WPI,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,94,19,1_ppi,0.000103872794,Korkinlab WPI,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq,110,18,1_ppi,0.000154518972,Korkinlab WPI,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,94,19,1_ppi,2.7680178100000005e-07,Korkinlab WPI,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,419,60,1_ppi,3.61919444e-08,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,419,60,1_ppi,8.30994307e-09,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,297,27,1_ppi,0.00013059603,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,7,33,1_ppi,0.00027163385399999997,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,419,60,1_ppi,7.93232028e-05,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,419,60,1_ppi,5.8903180600000004e-05,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBD.gwas_ichip_meta_release.CD_GWAS_P,368,21,1_ppi,0.00011142601500000001,Korkinlab WPI,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.pgc.cross.SCZ17.2013-05,277,44,1_ppi,1.37027718e-05,Korkinlab WPI,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,277,44,1_ppi,5.46644671e-06,Korkinlab WPI,Schizophrenia,Psychiatric,,Schizophrenia
EUR.Willer2008.LDL,297,27,1_ppi,1.5536839e-05,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.ASN.CAD.cad.add.160614.website,339,7,2_ppi,3.0866891e-05,Korkinlab WPI,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.CARDIoGRAMplusC4D_data_stage2.CAD,373,9,2_ppi,6.91684807e-05,Korkinlab WPI,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.CARDIoGRAMplusC4D_data_stage2.CAD,312,20,2_ppi,0.00022297433499999999,Korkinlab WPI,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.MI.mi.add.030315.website,339,7,2_ppi,8.768430029999999e-05,Korkinlab WPI,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.BPSCZ.results,318,28,2_ppi,6.47448751e-05,Korkinlab WPI,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,318,28,2_ppi,8.16719659e-06,Korkinlab WPI,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,339,7,2_ppi,5.620747330000001e-06,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,339,7,2_ppi,5.55111914e-06,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,318,28,2_ppi,6.403046610000001e-05,Korkinlab WPI,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,318,28,2_ppi,6.0132503399999995e-05,Korkinlab WPI,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_BMI_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,325,10,2_ppi,0.00011503395200000001,Korkinlab WPI,"BMI, obesity",Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,339,7,2_ppi,1.8740232500000001e-07,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,339,7,2_ppi,4.94233046e-07,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,339,7,2_ppi,2.02260056e-06,Korkinlab WPI,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,339,7,2_ppi,1.65303218e-07,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_TC,151,6,2_ppi,0.000182456405,Korkinlab WPI,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,182,32,2_ppi,1.25364248e-05,Korkinlab WPI,Narcolepsy,Various,,Narcolepsy
